domain,company_name,published_cities,published_count,directory_cities,cities_not_published,cities_not_in_directory,locations_page_url,status,confidence,notes
positivedevelopment.com,Positive Development,,0,Miramar|Plantation,,,,NO_LOCATIONS_PAGE,MEDIUM,"Multi-state developmental (non-ABA, relationship-based) autism therapy company offering in-home and in-center care. https://positivedevelopment.com/locations loads and is titled 'Locations | In-Home & In-Center Autism Services', but the entire location list is rendered client-side by a StoreRocket store-locator widget, so no city text is retrievable; /locations/florida 404s and the state page www.positivedevelopment.com/states/florida returned a server error on both attempts and also only contains the StoreRocket placeholder. No published city list could be extracted, so the Miramar/Plantation records cannot be judged. (Their own site does have a /florida/fort-lauderdale city page, which suggests city pages exist but no enumerable index was reachable.)"
ptprofessionals.net,PT Professionals,,0,Melbourne|Palm Bay,,,,NO_LOCATIONS_PAGE,LOW,"Brevard County outpatient physical therapy practice. Site is bot-blocked: the homepage loaded once (states it serves 'Brevard County, Florida' and names a Palm Bay clinic), but every subsequent page returns HTTP 429 / robots.txt rate-limit. /locations and /contact 404; the real hub is /contact-locations (found via site-restricted search) and it returned 429 on five separate attempts spread over several minutes. Could not read a published location list, so the Melbourne and Palm Bay records cannot be judged."
ptsbeyourbest.com,Pediatric Therapy Services (PTS),Brandon|Lakeland,2,Brandon|Lakeland,,,https://ptsbeyourbest.com/about/,MATCHED,MEDIUM,"Pediatric PT/OT/speech clinic group in the Tampa area. /locations 404s and the canonical Contact page (https://ptsbeyourbest.com/contact/) exists but would not load through the fetch proxy (alternating 404 / authentication errors on four attempts, including the www variant). Two other company pages agree on exactly two clinics: the About page names Brandon (813-662-1060) and Lakeland (863-802-3800), and the homepage gives the addresses 206 Ridgewood Ave, Brandon FL 33510 and 1215 E Orange St, Lakeland FL 33801. Both directory cities match; confidence MEDIUM only because the canonical locations page itself was unreachable."
puzzleboxacademy.com,Puzzle Box Academy,Melbourne|Palm Bay|Rockledge,3,Melbourne|Palm Bay,,Rockledge,https://puzzleboxacademy.com/locations,MATCHED,HIGH,"Autism/alternative-learning academy in Brevard County. Locations page publishes three campuses: Palm Bay (K-6), Melbourne (Legacy High School, 7-12), and Rockledge (Pre-K-3). Both directory cities are published. Rockledge is a published campus with no directory record - a possible addition."
qckinetix.com,QC Kinetix,,0,Pembroke Pines|West Palm Beach,,,,NO_LOCATIONS_PAGE,LOW,"National regenerative-medicine / joint-pain franchise ('over 100 locations nationwide'), not an autism or pediatric provider. /locations redirects to https://qckinetix.com/qc-locations/, which loads but is an interactive JavaScript location finder - no city text is present. Their HTML sitemap only lists child XML sitemaps, local-sitemap.xml points to locations.kml, and that KML contains a single generic placemark with no addresses; the /south-florida/ regional hub returned a server error. No enumerable Florida city list could be obtained. Note: site-restricted search of their own domain does surface qckinetix.com/fort-lauderdale/pembroke-pines/ and qckinetix.com/palm-beach/west-palm/ (West Palm Beach), so both directory cities plausibly exist, but I could not load a published locations list to confirm."
requestphysicaltherapy.com,ReQuest Physical Therapy,,0,Gainesville|Newberry,,,,NO_LOCATIONS_PAGE,LOW,"Outpatient physical therapy practice. Only https://requestphysicaltherapy.com/ ever loaded; every sub-page attempt (/locations, /locations/, /contact/, /contact-us/, /physical-therapy-clinic/, individual clinic pages) failed repeatedly over ~15 minutes with a robots.txt ConnectTimeout, i.e. the site is bot-blocked/robots-unreachable for the fetcher, not dead. Could not load a locations page, so no published list is established. For context only (not used as evidence): the homepage text says the practice has 'two convenient locations' and names Gainesville and Newberry/Tioga, which would be consistent with both directory records."
restorativespeechservicesinc.clientsecure.me,Restorative Speech Services Inc.,Deland|Port Orange,2,Deland|Port Orange,,,https://restorativespeechservicesinc.clientsecure.me/,MATCHED,MEDIUM,"Speech therapy practice. The domain is the practice's own SimplePractice client/booking portal rather than a conventional website, so there is no separate locations page; the portal's own office list is the published list and shows exactly two sites: Port Orange (3930 S Nova Rd, 100B) and DeLand (890 N Boundary Ave #200, inside a REV Physical Therapy office). Both directory cities match."
sflspineandsports.com,South Florida Spine & Sports Specialists,Miramar,1,Miramar,,,https://southfloridaspineandsports.com/contact-us/,MATCHED,HIGH,"sflspineandsports.com 302-redirects to southfloridaspineandsports.com. Single office: 3000 SW 148th Ave Suite 115, Miramar FL 33027, confirmed on both the homepage and the Contact Us page (no dedicated Locations page). Both directory records are Miramar, so they are duplicate records for one site."
skillpointtherapy.com,Skill Point Therapy,Brandon|Tampa,2,Brandon|Tampa,,,https://www.skillpointtherapy.com/contact/,MATCHED,HIGH,"Outpatient/pediatric therapy practice. /locations returns 404; the Contact page is the address list and shows exactly two Florida clinics: Tampa (13907 N. Dale Mabry Hwy, Ste 214) and Brandon (1463 Oakfield Dr, Ste 131)."
slmspeech.com,Speech Language & More,Boynton Beach|Sunrise,2,Boynton Beach|Sunrise,,,https://slmspeech.com/contact,MATCHED,HIGH,"Speech-language pathology practice. Contact page lists two offices: Sunrise (10286 NW 47th St, Broward) and Boynton Beach (9819 S Military Trail Ste D, Palm Beach). Both match directory records."
sloanestecker.com,Sloane Stecker Physical Therapy,Jupiter|West Palm Beach,2,Jupiter|West Palm Beach,,,https://sloanestecker.com/new-york-city-westchester-florida-physical-therapy-and-personal-training,MATCHED,HIGH,"Physical therapy / personal training studios, multi-state. The combined locations/contact page lists four studios: Lincoln Square (NYC) and Westchester (Irvington NY) out of state, plus Florida studios branded 'Palm Beach' (West Palm Beach) and Jupiter. Out-of-state studios excluded. Squarespace site; robots.txt intermittently blocked the fetch and several retries were needed."
smalltalkjax.com,Small Talk Speech Therapy,Jacksonville|Orange Park|Palatka|Saint Augustine,4,Jacksonville|Orange Park,,Palatka|Saint Augustine,https://www.smalltalkjax.com/locations,MATCHED,HIGH,"Pediatric speech therapy. Locations page lists four Florida clinics: Jacksonville (8777 San Jose Blvd), St. Augustine, Orange Park, Palatka, plus statewide telehealth. Both directory cities are published; Palatka and St. Augustine have no directory record."
soflopt.com,SoFloPT,Fort Lauderdale,1,Fort Lauderdale,,,https://soflopt.com/contact,MATCHED,HIGH,"Physical therapy / sports rehab. Four facilities, all within Fort Lauderdale (Sport - 224 SE 9th St; Rehab South - 805 SE 3rd Ave; Rehab North - 600 N Federal Hwy; Broward Sheriff's Office - 2601 W Broward Blvd). The /locations page resolves but its list is JavaScript-rendered and returned no addresses, so the Contact page was used. Both directory records are Fort Lauderdale."
southflaortho.com,South Florida Orthopaedics & Sports Medicine,,0,Port St.. Lucie,,,,NO_LOCATIONS_PAGE,LOW,"Orthopaedic group on Florida's Treasure Coast. Only https://southflaortho.com/ ever loaded; the Locations page and every other sub-page failed repeatedly over ~15 minutes with robots.txt ConnectTimeout / parse failure, i.e. bot-blocked for the fetcher, not dead. The homepage text names a service AREA (Fort Pierce, Port St. Lucie, Jensen Beach, Stuart, Palm City, Hobe Sound, Jupiter, Indiantown, Okeechobee), which is not an office list and was not used. Both directory records are Port St. Lucie duplicates of each other."
southflorida.easterseals.com,Easterseals South Florida,Miami|Miami Gardens|Pembroke Pines,3,Miami|Miami Gardens,,Pembroke Pines,https://southflorida.easterseals.com/about-us/locations-programs,MATCHED,HIGH,"Nonprofit disability services organization. Locations & Programs page lists nine sites: six in Miami (Civic Center, Kendall adult day care, Children's Village, Caleb Center, Culmer, Liberty Square), two in Miami Gardens (North County, Ophelia Brown) and one in Pembroke Pines. Both directory records match; the Pembroke Pines site has no directory record."
southfloridaaba.org,South Florida ABA Center,,0,Hialeah|Miami Lakes,,,,NO_LOCATIONS_PAGE,MEDIUM,"ABA therapy provider. Homepage loads but /locations returns a server error and /contact is 404 - no dedicated locations page exists. Homepage shows a single Miami Lakes address (14125 NW 80th Ave), which would suggest HIALEAH is unsupported, but per spec the location list cannot be inferred from the homepage."
spacecoastes.org,Space Coast Early Steps,,0,Melbourne|Rockledge,,,,NO_LOCATIONS_PAGE,LOW,"Florida Early Steps early-intervention program for infants/toddlers birth to age three. Site is largely bot-blocked - spacecoastes.org and /locations and /contact all return HTTP 403; only the www homepage rendered, and it publishes no location list. Services are described as delivered in the child's natural environment (home-based), so a clinic list may not exist. Cannot conclude anything about Melbourne or Rockledge."
specializedpediatriccare.com,Specialized Pediatric Care (SPC),Miami|Miami Springs,2,Miami,,Miami Springs,https://specializedpediatriccare.com/facility/,MATCHED,MEDIUM,"PPEC (prescribed pediatric extended care) center for Medicaid-eligible medically complex children. No /locations page; the Our Facility page lists two sites: SPC PPEC at 181 Westward Dr, Miami Springs and Specialized Therapy Center at 1501 NW 29th St, Miami. Directory's two MIAMI records match the Miami site; addresses on the site are inconsistent (homepage shows a third Miami address, 1601 NW 13th Ct), so treat with some caution. Miami Springs is published but has no directory record."
speechnow.info,"SpeechNow, LLC",Pembroke Pines,1,Pembroke Pines|Weston,Weston,,https://speechnow.info/contact-us%2Freviews,MISMATCH,MEDIUM,"In-home pediatric speech therapy practice. No /locations page (404); the Contact Us page is the only page publishing an address and shows exactly one office: 14380 SW 11th St, Pembroke Pines. Weston appears on the site only inside a list of in-home SERVICE AREAS (Pembroke Pines, Weston, Southwest Ranches, Cooper City, Sunrise), not as an office, so the directory's Weston record is a service-area entry rather than a real location."
speechtherapy305.com,Speech and Language Connection Services LLC,Hialeah Gardens,1,Hialeah|Hialeah Gardens,Hialeah,,https://speechtherapy305.com/contact,MISMATCH,MEDIUM,"Pediatric speech/language therapy practice. No /locations page (404); the Contact page is the only page with an address and publishes a single office: 10550 NW 77th Ct #224, Hialeah Gardens FL 33016. The directory's separate HIALEAH record is not published by the company - Hialeah and Hialeah Gardens are distinct cities, though the ZIP 33016 is shared, so the Hialeah record is likely a duplicate of the same office."
speechworksflorida.com,Speech Works Pediatric Therapy,Orange City|Ormond Beach|Palm Coast|Port Orange|Titusville,5,Orange City|Port Orange,,Ormond Beach|Palm Coast|Titusville,https://speechworksflorida.com/contact,MATCHED,HIGH,"Pediatric speech/OT/PT practice in Volusia, Flagler and Brevard counties. No /locations page (404), but the Contact page publishes the full five-office list, matching the homepage. Both directory cities (Orange City, Port Orange) are published. Three published offices - Ormond Beach, Palm Coast and Titusville - have no directory record."
sproutbehavioralservices.com,Sprout Behavioral Services,Hollywood|Wellington,2,Hollywood|Wellington,,,https://www.sproutbehavioralservices.com/contact,MATCHED,HIGH,"ABA provider. No /locations page (server error); the Contact page publishes both clinics and agrees with the homepage: 'Cooper City Clinic' at 11011 Sheridan St Ste 210, Hollywood FL 33026 (branded Cooper City but the postal city is Hollywood) and 'Wellington Clinic' at 1925 Birkdale Dr, Wellington FL 33414. Both directory cities match. Also offers in-home services across Broward and Palm Beach."
successonthespectrum.com,Success On The Spectrum (SOS),Clearwater|Tampa,2,Clearwater|Tampa,,,https://successonthespectrum.com/location/carrollwood/,MATCHED,MEDIUM,"National ABA franchise, 128 center pages in its own location sitemap; the /locations/ page renders its list only in JavaScript so no static FL list is available. Verified both directory cities on the company's own center pages: Carrollwood center = 4014 Gunn Hwy Ste 140, Tampa FL 33618, and Clearwater center = 13922 N 58th St Ste 900, Clearwater FL 33760. published_cities is NOT an exhaustive FL list - the chain's own location URLs also include Sanford, Longwood, Gulf Breeze, San Marco/Jacksonville, Plantation, Pompano Beach and FishHawk, which were not individually loaded, so cities_not_in_directory is left blank as not established."
sunshinekidzppec.com,Sunshine Kidz PPEC,,0,Fort Lauderdale|Hollywood,,,,NO_LOCATIONS_PAGE,LOW,"PPEC (prescribed pediatric extended care) provider in Broward County. No page on the domain could be loaded: apex, www, /locations and /contact all fail with a robots.txt connect timeout on repeated attempts, i.e. the host blocks the fetcher rather than being confirmed dead. Web search surfaces only third-party mentions, which cannot be used as evidence. Nothing can be concluded about the Fort Lauderdale or Hollywood records."
superkidsaba.com,Super Kids ABA Center,North Miami Beach,1,North Miami Beach,,,https://superkidsaba.com/contact-us/,MATCHED,HIGH,"ABA provider. No /locations page (404); the Contact Us page lists both centers: Super Kids Star Center, 16201 NE 13th Ave and Super Kids Sun Center, 17121 NE 6th Ave, both North Miami Beach FL 33162. Directory's two North Miami Beach records line up with the two published centers."
swflspeechtherapy.com,Southwest Florida Speech Therapy,Estero|Fort Myers,2,Estero|Fort Myers,,,https://www.swflspeechtherapy.com/contact-us/,MATCHED,HIGH,"Speech-language and occupational therapy practice in SWFL. No /locations page (404); Contact Us page publishes both offices with full addresses: 14260 Metropolis Ave Ste 103 Fort Myers and 9470 Corkscrew Palms Cir Ste 104 Estero. Site also names Cape Coral, Bonita Springs and Naples as service areas only, not offices."
tampabayphysicaltherapy.com,West Florida Orthopedic Rehabilitation,Tampa,1,Tampa,,,https://tampabayphysicaltherapy.com/locations,MATCHED,HIGH,"Orthopedic physical therapy practice. Locations page lists two clinics, both in Tampa: North Clinic 3842 W Humphrey St and South Clinic 3670 Henderson Blvd Ste A. Directory's two Tampa records line up with the two Tampa clinics."
thefloridacenter.org,The Florida Center for Early Childhood,North Port|Sarasota,2,North Port|Sarasota,,,https://www.thefloridacenter.org/contact/,MATCHED,HIGH,"501(c)(3) nonprofit providing therapeutic services and early education in southwest Florida. Contact page publishes exactly two campuses: 4620 17th St, Sarasota and 6929 Outreach Way, North Port."
therapeuticrehabspecialists.com,Therapeutic Rehab Specialists,Brandon|Lakeland|Pinellas Park,3,Lakeland,,Brandon|Pinellas Park,https://therapeuticrehabspecialists.com/contact/,MATCHED,MEDIUM,"Physical therapy / wellness practice. No dedicated locations page; Contact page lists three Florida offices (Brandon, Lakeland, Pinellas Park) by city and phone only, no street addresses. Pinellas Park is flagged 'Telemedicine Only'. Directory's only city (Lakeland) is published, but the directory holds TWO Lakeland records for what the site presents as one Lakeland office - likely a duplicate."
therapy-alliance.com,Therapy Alliance,Miami,1,Hialeah|Miami Lakes,Hialeah|Miami Lakes,Miami,https://therapy-alliance.com/contact/,MISMATCH,HIGH,"Pediatric speech/OT provider. Contact page publishes ONE office: 14040 NW 7th Ave, Miami FL 33168. Neither directory city is an office. Hialeah appears only in the site's 'service areas' list (in-home/school-based coverage), and Miami Lakes is not mentioned anywhere on the site. Both directory records appear to be service-area entries, not real locations."
tlcpediatrictherapy.com,TLC Pediatric Therapies,,0,Orlando,,,,NO_LOCATIONS_PAGE,LOW,"Pediatric PT/OT/speech provider, self-described as Orlando-based. Site is bot-blocked: only the bare homepage loaded once, and every subsequent fetch (homepage, www variant, /locations, /our-locations/, /get-in-touch/, /about/our-clinic/) failed with repeated robots.txt fetch timeouts across 6+ retries. The homepage names only counties served (Orange, Osceola, Seminole), no clinic addresses, so no location list could be read. Could not verify the Orlando records either way."
tlhproject.com,The Lighthouse Children Therapy Center,,0,Miami|Miami Springs,,,,NO_LOCATIONS_PAGE,LOW,"Bilingual pediatric/ABA therapy center (Spanish-language site with /en/ path). Site is bot-blocked: no page loaded at all across 6+ retries on the homepage, www variant, /en/, /en/ubicaciones/ (their locations page), /en/contacto/ and /en/sobre-nosotros/ - all failed with robots.txt fetch timeouts. A locations page (/en/ubicaciones/) is known to exist from search results but could not be loaded, so its contents were not read and no conclusion can be drawn about the Miami and Miami Springs records."
tospt.com,Tallahassee Orthopedic & Sports Physical Therapy (TOSPT),Crawfordville|Live Oak|Tallahassee,3,Tallahassee,,Crawfordville|Live Oak,https://tospt.com/locations/,MATCHED,HIGH,"Orthopedic/sports physical therapy group. Locations page lists 4 clinics: two in Tallahassee (1891 Capital Circle NE #2; 800 Ocala Rd Ste 130), plus Crawfordville (2887 Crawfordville Hwy Ste 3) and 'Badcock Plaza' at 1431 Ohio Ave N in Live Oak. The homepage nav mislabels Badcock Plaza as Tallahassee; the locations page address is Live Oak. Directory's two Tallahassee records match the two Tallahassee clinics."
totallifecounseling.com,Total Life Counseling Center,Boca Raton|Clermont|Lake Mary|Orlando|Winter Park,5,Orlando|Tampa,Tampa,Boca Raton|Clermont|Lake Mary|Winter Park,https://www.totallifecounseling.com/counseling-centers/,MISMATCH,MEDIUM,"Counseling practice, offices in Central Florida plus Boca Raton and one in Dallas TX (out of state, excluded). Locations page publishes street addresses for 6 offices: Orlando/Metro West, East Orlando, Winter Park, Lake Mary, Clermont, Boca Raton. TAMPA has NO published street address - only a Tampa phone number (813) 725-2714 and a marketing section /tlc-therapy-tampa/ for tele-therapy. Directory's Tampa record has no office behind it on the company's own locations page."
tukkosabatherapy.com,Tukkos Therapy Center Inc.,Cape Coral,1,Cape Coral,,,https://www.tukkosabatherapy.com/contact,MATCHED,HIGH,"Family-owned ABA therapy center. No dedicated locations page; Contact page publishes a single office: 1510 Santa Barbara Blvd, Cape Coral FL 33991. Directory holds TWO Cape Coral records for this one published site - likely a duplicate."
aaspeech.com,All About Speech & Language (AASL Therapy),Tampa|Valrico,2,Tampa|Valrico,,,https://aaspeech.com/get-started/,MATCHED,HIGH,"Pediatric speech/OT practice in Tampa Bay. /locations 404s; the Get Started (Contact) page lists exactly two offices: Brandon/Valrico (1452 Bloomingdale Ave, Valrico 33596) and South Tampa (324 N. Dale Mabry Hwy, Tampa 33609). Homepage nav has matching per-location pages. Teletherapy also offered."
yourphysicaltherapyexperts.com,,,0,Orlando|Port Orange,,,,NO_LOCATIONS_PAGE,LOW,"Could not load any page: every fetch (root, www, /locations, /contact) failed at the robots.txt step with SSL: CERTIFICATE_VERIFY_FAILED / robots parse failure, i.e. the site's TLS certificate chain is broken or the host blocks the fetcher. Retried four times. Not called SITE_DEAD because the failure is TLS/robots-level, not a confirmed NXDOMAIN. Web search surfaced no company page under this domain, so the company could not be identified. Nothing can be concluded about Orlando or Port Orange."
abafoundations.com,ABA Foundations (ABAF),Palm Beach Gardens|Stuart,2,Palm Beach Gardens|Stuart,,,https://www.abafoundations.com/contact,MATCHED,HIGH,"ABA therapy provider on the Treasure Coast / northern Palm Beach County. No /locations page (404); Contact page lists exactly two centers: 1806 SE Indian St, Stuart 34997 and 3375 Burns Rd Ste 201, Palm Beach Gardens 33410. Both directory cities match."
abaresults.com,ABA Results,Fort Myers|Gainesville,2,Fort Myers|Gainesville,,,https://abaresults.com/contact-us,MATCHED,HIGH,"ABA/autism services provider (also runs Lee Autism Academy). No /locations page (404); Contact Us page lists three offices in two cities: 3661 Central Ave and 3660 Central Ave Ste 1 in Fort Myers, plus 3669 SW 2nd Ave in Gainesville. Homepage also flags a 4th location 'coming soon' with no city given."
advancetherapycenter.com,Advance Therapy Center,Miami|Miami Lakes,2,Hialeah|Miami,Hialeah,Miami Lakes,https://advancetherapycenter.com/location/,MISMATCH,MEDIUM,"Outpatient orthopedic PT practice. /locations 404s; the real page is /location/ and publishes exactly two clinics: 8000 W Flagler St Ste 103, Miami 33144 and the 'Miami Lakes' clinic at 18590 NW 67th Ave Ste 202, Miami FL 33015. Hialeah is not a published clinic city. Caution: the site runs SEO service-area pages (/physical-therapy-hialeah-fl/, Pembroke Pines, Miramar, West Hollywood, Country Club of Miami) that are marketing pages, not offices, and the 33015 address sits near the Hialeah/Miami Lakes line, so the Hialeah directory record may be a mislabelled version of that second clinic."
akltherapy.com,AKL Therapy,Longwood|Miami Springs,2,Longwood|Miami Springs,,,https://akltherapy.com/locations,MATCHED,HIGH,"Pediatric therapy provider. /locations loaded directly and lists two clinics: 'Miami Clinic' at 101 Westward Dr Ste 103, Miami Springs 33166 and 'Orlando Clinic' at 1712 N Ronald Reagan Blvd, Longwood 32750. Note the clinics are branded by metro (Miami/Orlando) but the actual cities are Miami Springs and Longwood, matching the directory."
aligntherapy.org,"Align Physical Therapy, Inc.",,0,Indian Harbour Beach|Melbourne Beach,,,,NO_LOCATIONS_PAGE,LOW,"Brevard County physical therapy practice. The site is live (it appears in search) but every fetch attempt (root, www, /our-physical-therapy-clinic/, /physical-therapy-clinic/) failed at the robots.txt step with ConnectTimeout / parse failure across five retries, so no page could actually be loaded and read. Per the rules this is bot-block/unreachable, not SITE_DEAD. Search titles suggest clinic pages for Indian Harbour Beach, Melbourne Beach and Micco, but that is not company-site evidence, so no conclusion drawn about the two directory cities."
alkemesportsrx.com,Alkeme Sports Rx,Davie|Miami,2,Davie|Miami,,,https://alkemesportsrx.com/locations,MATCHED,HIGH,Sports physical therapy practice. /locations loaded directly and publishes two Florida locations: Davie and Miami (the Miami site is described as Brickell). Both directory cities match.
alwayskeepprogressing.com,Always Keep Progressing LLC,Miami,1,Miami Gardens|North Miami,Miami Gardens|North Miami,Miami,https://alwayskeepprogressing.com/contact,MISMATCH,MEDIUM,"ABA/speech/music therapy and autism diagnostics provider in Miami-Dade. /locations and /clinic-locations both 404; the Contact page publishes a single address: 11601 Biscayne Blvd Ste 312, Miami FL 33181. Neither directory city (Miami Gardens, North Miami) is published. Caveats: the homepage refers to a 'Miami Shores clinic' and lists Miami, North Miami, Aventura, Doral etc. as service areas, not offices, and the 33181 address sits on the North Miami / Miami Shores boundary, so the North Miami record may be this same clinic mislabelled. Miami Gardens has no support on the company site at all and is the stronger flag."
amfhealthcare.com,Advanced Medical of Florida,Clearwater|Largo|Saint Petersburg,3,Clearwater|Largo,,Saint Petersburg,https://amfhealthcare.com/contact-us/,MATCHED,HIGH,"Multi-specialty pain management / chiropractic / PT group in Pinellas County. /locations 404s; Contact Us page lists three clinics: 1528 Lakeview Rd Ste 150, Clearwater 33756; 8122 118th Ave N, Largo 33773; 6450 38th Ave N Ste 320, St. Petersburg 33710. Both directory cities are published; the directory is missing the St. Petersburg office."
apd.myflorida.com,Florida Agency for Persons with Disabilities (APD),Daytona Beach|Fort Lauderdale|Fort Myers|Gainesville|Jacksonville|Lakeland|Miami|Orlando|Panama City|Pensacola|Tallahassee|Tampa|West Palm Beach|Wildwood,14,Gainesville|Tallahassee,,Daytona Beach|Fort Lauderdale|Fort Myers|Jacksonville|Lakeland|Miami|Orlando|Panama City|Pensacola|Tampa|West Palm Beach|Wildwood,https://apd.myflorida.com/region/,MATCHED,HIGH,"State agency, not a private chain. /region/ is a county map index with no addresses; the six regional pages (northwest, northeast, central, suncoast, southeast, southern) each publish the regional office plus field offices. Both directory cities confirmed: Tallahassee (Northwest regional office, 3800 Esplanade Way; state office at 4030 Esplanade Way) and Gainesville (Northeast field office, 1621 NE Waldo Rd). Central and Suncoast field offices in Wildwood, Lakeland and Fort Myers are named by city without a street address. /region/contact/ failed on robots.txt."
arcbroward.com,Arc Broward,Sunrise,1,Oakland Park|Sunrise,Oakland Park,,https://arcbroward.com/contact-us/,MISMATCH,MEDIUM,"Nonprofit serving people with disabilities in Broward County. /locations/ 404s; the Contact Us page publishes exactly one address, the main campus at 10250 NW 53rd St, Sunrise FL 33351. Oakland Park does not appear anywhere on the site as a location. Single published location vs. two directory records."
arcjacksonville.org,The Arc Jacksonville,Jacksonville,1,Jacksonville,,,https://arcjacksonville.org/contact-us/,MATCHED,HIGH,"Nonprofit for adults with developmental disabilities. Contact page lists four sites - 1050 N Davis St (admin/Triumph Industries/Career Campus), 4401 Wesconnett Blvd (Achievement & Enrichment Center), 1 UNF Dr Bldg 57 (On Campus Transition), 3675 Kirbo Way (The Arc Jacksonville Village) - all in Jacksonville."
atlanticrehabcenter.com,Atlantic Rehabilitation Center,Davie|North Miami Beach|Pembroke Pines,3,North Miami Beach|Pembroke Pines,,Davie,https://www.atlanticrehabcenter.com/physical-therapy-clinic,MATCHED,HIGH,"Physical therapy / rehab clinics. /locations 404s; the clinic list lives at /physical-therapy-clinic. Three Florida clinics (Davie, Pembroke Pines, North Miami Beach) plus one in Knoxville TN which is excluded. Both directory cities are published; the directory is missing the Davie clinic."
atouchofhopeot.com,A Touch of Hope Occupational Therapy,Aventura,1,Aventura|Miami,Miami,,https://atouchofhopeot.com/contact,MISMATCH,MEDIUM,"Pediatric OT practice that is largely mobile ('No need to sit in traffic. We come to you - home/school'). The only physical address published is 19400 Turnberry Way, Aventura FL 33180. Miami appears only inside a list of service areas (Miami, Hallandale Beach, Sunny Isles Beach, North Miami Beach, Bal Harbour, Hollywood, Fort Lauderdale), not as an office - so the Miami record looks like a service-area listing, not a real second location."
axispropt.com,AxisPro Physical Therapy,Melbourne|Palm Bay|Rockledge,3,Melbourne|Palm Bay,,Rockledge,https://axispropt.com/contact,MATCHED,HIGH,"Brevard County PT clinics. /locations 404s; the clinic list is on /contact - Melbourne (405 N Wickham Rd), Rockledge (760 Barnes Blvd) and Palm Bay (5240 Babcock St NE). Both directory cities are published; the directory is missing the Rockledge clinic."
backtoyourehab.com,Back to You Rehabilitation,Fort Pierce|Port Saint Lucie,2,Fort Pierce|Port St.. Lucie,,,https://backtoyourehab.com/locations,MATCHED,HIGH,"PT/rehab network with facilities in Michigan and Florida. Locations page lists exactly two Florida sites, Ft. Pierce and Port St. Lucie; both match the directory. Street addresses live on the individual location subpages."
baptisthealth.net,Baptist Health South Florida,Boynton Beach|Coral Gables|Doral|Homestead|Marathon|Miami|Miami Beach|South Miami|Tavernier,9,Coral Gables|Miami Beach,,Boynton Beach|Doral|Homestead|Marathon|Miami|South Miami|Tavernier,https://baptisthealth.net/baptist-health-foundation/our-focus/hospitals,MATCHED,MEDIUM,"Large South Florida health system. The main /locations finder is a JavaScript-rendered search with no static list, so the hospital roster came from the Foundation's hospitals page (Doral, Baptist Hospital and Baptist Children's in Miami, Bethesda East/West in Boynton Beach, Doctors Hospital in Coral Gables, Fishermen's Community in Marathon, Homestead, Mariners in Tavernier, South Miami, West Kendall Baptist which is in Miami). Both directory cities confirmed: Coral Gables (Doctors Hospital) and Miami Beach (Baptist Health Urgent Care, 709 Alton Rd, verified on its own location page). published_cities covers hospitals plus the verified Miami Beach site only - the system also runs hundreds of outpatient sites across South Florida that could not be enumerated, so cities_not_in_directory is indicative, not exhaustive."
baysidetherapyspecialists.com,Bayside Therapy Specialists,Clearwater|New Port Richey,2,Clearwater|New Port Richey,,,https://baysidetherapyspecialists.com/contact,MATCHED,HIGH,"Mental health / therapy practice in Pasco-Pinellas. Contact page publishes two clinics: 5647 Gulf Dr, New Port Richey and 1700 N McMullen Booth Rd Ste D-4, Clearwater. Both match the directory."
bayviewtherapy.com,Bayview Therapy,Coral Springs|Fort Lauderdale|Plantation,3,Coral Springs|Fort Lauderdale,,Plantation,https://www.bayviewtherapy.com/contact-us,MATCHED,HIGH,"Broward County counseling/psychiatry practice. /locations/ 404s; the office list is on /contact-us - Fort Lauderdale (2419 E Commercial Blvd), Coral Springs (7451 Wiles Rd) and Plantation (1776 N Pine Island Rd). Both directory cities are published; the directory is missing the Plantation office."
bcckids.org,Broward Children's Center,,0,Pompano Beach,,,,NO_LOCATIONS_PAGE,MEDIUM,"Nonprofit serving medically fragile / developmentally disabled children since 1971. The bare domain bcckids.org fails DNS; www.bcckids.org homepage loads but has no dedicated Locations page and /contact-us/ returns 404. The homepage footer shows only one address, 200 SE 19th Ave, Pompano Beach (plus the CompCare pediatric skilled nursing facility, also Pompano Beach), which is consistent with both directory records, but no published location list exists to compare against."
behavior-analysis.org,"Behavior Analysis, Inc.",Davie|Kendall,2,Davie,,Kendall,https://behavior-analysis.org/locations,MATCHED,HIGH,"ABA provider. Locations page lists the main office, the Broward Treatment Center and the Florida Autism Treatment Center (all Davie), plus a Miami-Dade Treatment Center in Kendall. A 'Palm Beach' office is named by county only with no city, so it was not counted. Company also advertises in-home/school/work services."
behaviorbasicsinc.com,"Behavior Basics, Inc.",Melbourne|Port Saint Lucie,2,Melbourne|Port St.. Lucie,,,https://behaviorbasicsinc.com/locations,MATCHED,HIGH,"ABA provider. Locations page lists exactly two clinics: Melbourne (2401 W. Eau Gallie Blvd, Suite 5) and Port St. Lucie (1801 SE Hillmoor Dr, Suites B101-103). Both directory records match; PORT ST. LUCIE treated as Port Saint Lucie per the St./Saint rule."
