id,name,city,insurances_found,no_slug_plans,scholarships_mentioned,self_pay_only,source_page_url,evidence_location,confidence,notes
9088,Dandelion Behavioral Health - Fort Myers,Fort Myers,medicare|aetna|cigna|florida-blue|unitedhealthcare|tricare,Meritain Health|Claritev|Imagine360|Managed Care Concepts|Surest|Oscar Health|ChampVA|Carelon|CCA Commonwealth Care Alliance|Spring Health|Curative|Oxford Health Plans|Lee Health|Quest Behavioral Healthcare|Allegiance|Assurant|Boon Chapman|Consociate Group|Golden Rule|Healthscope|Johns Hopkins Healthcare|Magna Care|Sana Benefits|The Loomis Company,,N,https://www.dandeliontherapygroup.com/payment-insurance,insurance page,MEDIUM,"[trap b] dandelionbehavioral.com 302-redirects to dandeliontherapygroup.com (same org, rebranded). This is the COMPANY-WIDE 'Insurance & Fees' page and the site presents it as applying to all offices, so it is NOT a Fort-Myers-specific fact; the group is multi-office (phones 321-800-7504 and 941-780-4268). Names kept exactly as printed, including the trailing 'additional networks' block. Explicit: 'Medicaid is not accepted at this time.' Also 'If we aren't currently in-network with your specific provider, you may still be able to use your out-of-network benefits' and 'Insurance is not accepted for court-ordered mental health evaluations or services.' Private pay is offered ALONGSIDE insurance ($150-175 intake, $125-150 subsequent), so self_pay_only = N."
7254,Denali Institute,Fort Myers,florida-medicaid|aetna|cigna|florida-blue|unitedhealthcare|tricare|molina|sunshine-health,CMS Health Plan|Oscar|Simply Healthcare,,N,http://www.denalibehaviorcrt.com/,body copy,MEDIUM,"ANTHEM SIGHTING - Anthem does not operate in Florida, so this reads as a national brand strip rather than a verified Florida panel; confidence lowered. Denali Institute / denalibehaviorcrt.com homepage carries a named plan list in body copy, not a logo strip. Qualifier printed on the page: 'Coverage differs by service. Medicaid plans, including Sunshine Health and CMS Health Plan, are accepted for ABA therapy.' Site also links /eligibility.html and /good-faith-estimate.html. Single Florida location, so no footer/multi-location ambiguity. No Anthem sighting."
6937,Evolve Behavior Therapy Services,Fort Myers,aetna|cigna|florida-blue|humana|unitedhealthcare|tricare|sunshine-health,Magellan,,N,https://www.evolvebehaviortherapyservices.com/copy-of-aba-therapy-insurances-accepted-1,logo strip,HIGH,"Dedicated 'Insurances Accepted' page reached from homepage nav; the list is a logo strip and these insurers were legible from it. Single Fort Myers provider, so the strip is a location-level claim. The site also has a separate 'Private Pay Consultation Services' page — private pay is offered alongside insurance, so self_pay_only = N, not Y."
8626,Full Spectrum ABA - Fort Myers,Fort Myers,NO_LIST,,,N,https://www.fullspectrumaba.com/faq,none found,MEDIUM,"Three pages loaded (homepage, /faq, /get-services) and not one insurer is named anywhere. The site makes NO insurance claim at all — not even a 'we accept most insurances' sentence to quote. Multi-state chain: separate regional phone numbers for Tampa, DeFuniak Springs/Monticello, Melbourne/Daytona Beach, Bradenton/Fort Myers, Summerland Key/Marathon, and South Carolina; no Fort-Myers-specific page. Only money-related page is /pay, which is a payment portal, not a coverage list."
6040,Hopebridge Autism Therapy Center - Fort Myers - 4150 Ford St,Fort Myers,florida-medicaid|aetna|cigna|florida-blue|humana|unitedhealthcare,Key Benefit Administrators,,N,https://www.hopebridge.com/insurance/,insurance page,MEDIUM,"ANTHEM SIGHTING - Anthem does not operate in Florida, so this reads as a national brand strip rather than a verified Florida panel; confidence lowered. [trap b] The Fort Myers center page (https://www.hopebridge.com/centers/fort-myers-fl/) was loaded and names NO insurer — it has no insurance content whatsoever. The list above is from the national /insurance/ page, which breaks coverage out BY STATE; I used the FLORIDA / ABA Therapy block only. No center-level list exists, so this is a state-level claim, not a Fort-Myers fact. Hopebridge is a 10-state chain (AL, AZ, FL, GA, IN, KY, NC, OH, OK, TN). ANTHEM SIGHTING: Anthem, Kaiser Permanente, CareSource, Molina, Wellcare and Ambetter appear on that page for OTHER states and were deliberately excluded — they are not in the Florida block."
6572,Impact For Developmental,Fort Myers,NO_LIST,,,N,https://impactforkids.org/,none found,MEDIUM,"IMPACT for Developmental Education — a private not-for-profit inclusive preschool/childcare, not a billing therapy clinic. Homepage publishes a TUITION rate card by age group (e.g. infant full-time $270/wk, preschool-4 part-time $120/wk) and /faqs (also loaded) covers hours, before/after care, summer program and donations only. No insurer named on either page and no scholarship named. Critically, there is NO sentence saying they do not bill insurance, so self_pay_only is left 'N' rather than inferred 'Y' despite the tuition-only appearance. Site carries an urgent 'Help Save IMPACT: An Urgent Appeal to our Community' fundraising banner."
6665,Lee Health Children's Rehabilitation Center - Women & Children's Medical Plaza,Fort Myers,NO_LIST,,,N,https://www.leehealth.org/billing/insurance-help/private-insurance,body copy,MEDIUM,"[trap b,c] Classic generic billing-education case. The Children's Rehabilitation page (/our-services/pediatric-rehabilitation, loaded) names no insurer at all. The system-wide billing page then says only: 'Our hospitals, outpatient centers and affiliated physicians accept most insurances, but depending on your coverage, we may be considered ""out of network.""' No carrier is named anywhere — the Insurance Help section just explains copays, coinsurance and write-offs across private/Medicare/Medicaid/auto sub-pages. Also trap b: any such claim is health-system-wide, not specific to the Women & Children's Medical Plaza site. Footer links /billing/financial-assistance and a price-transparency estimator, neither of which is a plan list."
7047,"My Autism Connection, Inc. (MAC)",Fort Myers,NO_LIST,,,N,http://myautismconnection.net/,none found,MEDIUM,"My Autism Connection (MAC) is a 501(c)(3) membership/support nonprofit (EIN 46-3881003), not a billing ABA clinic. Three pages loaded — homepage, /f-a-q-s/ and /membership/ — and none mentions insurance, Medicaid, payment, fees, scholarships or private pay; no insurer is named and there is no generic insurance sentence to quote. The membership page covers eligibility and the application process only."
6587,"NeuroRise Behavioral Center, LLC | ABA therapy",Fort Myers,NO_LIST,,,N,https://www.neurorisebehavioral.com/,none found,MEDIUM,"PARTIAL BLOCK — flagging rather than guessing. The homepage loaded fine and names no insurer; it links a dedicated page at /insurances. That page returned HTTP 429 on three separate attempts (two inside a 3-call batch, one issued alone), so its contents were never seen. The site is NOT unreachable (homepage served), and I will not invent the contents of a page titled 'Insurances', so the answer is NO_LIST on the evidence actually loaded. https://www.neurorisebehavioral.com/insurances is worth a manual re-check — it very likely holds a real list. Homepage self-describes as a 'private ABA therapy practice' but states no private-pay-only policy, so self_pay_only = N."
6809,Prather Behavioral Health and Counseling LLC,Fort Myers,NO_LIST,,,N,http://pratherbhc.com/,none found,MEDIUM,"Single-page SimplePractice-hosted site (only other URLs are /sign-in and /license). No insurer named anywhere and no generic 'we accept insurance' sentence to quote. It publishes a self-pay rate card — Individual Therapy $135, Family Counseling $180, Supervised Visitation $150-$200, Couples $180, Consultation $0-$200 — plus the No Surprises Act notice 'You have the right to receive a Good Faith Estimate of what your services may cost.' That GFE notice targets uninsured/self-pay patients and the practice is court-involved/counseling-focused, which strongly suggests private pay, but there is NO sentence stating they do not bill insurance, so self_pay_only is 'N' rather than an inferred 'Y'."
9129,Present Mind LLC,Fort Myers,aetna|cigna|florida-blue|unitedhealthcare|sunshine-health,Curative,,N,https://presentmindllc.com/,body copy,MEDIUM,"Insurance & billing section names plans per clinician; 'Vanessa does not accept Blue Cross Blue Shield.' Cash pay offered alongside insurance, so not self-pay-only."
6841,Principles of Learning INC,Fort Myers,NO_LIST,,,N,https://www.principlesoflearninginc.com/,none found,MEDIUM,"Homepage loaded; no insurer named. Only generic: 'Please note that any service related to Behavioral Health are subject to prior authorization from your insurance carrier.' and a requirement for 'A copy from the member's insurance ID card (front and back)'. Two follow-up attempts (/insurance, /faq) both returned ROBOTS_DISALLOWED (robots.txt fetch failure), so no further pages reachable within budget."
6641,"Ronald McDonald House Charities of Southwest Florida, Inc.",Fort Myers,NO_LIST,,,N,https://rmhcswfl.org/faq/,none found,MEDIUM,Not a billing therapy provider - Ronald McDonald House Charities lodging/dental charity. No insurer named on homepage or FAQ. FAQ says only: 'We request a modest donation of $10.00 per night to cover a small portion of the actual cost of your stay. No one is ever turned away because of inability to pay.' Likely miscategorised as an ABA provider.
7130,Smart Endeavors ABA - 12493 Brantley Commons Ct,Fort Myers,NO_LIST,,,N,https://www.smartendeavorsaba.com/faq,none found,MEDIUM,Homepage and /faq both loaded; no insurer named anywhere. FAQ only says generically: 'The process varies by insurance payor but a general time-frame is 4-6 weeks from your first assessment appointment.' /insurance returned ROBOTS_DISALLOWED. Row is a specific location (12493 Brantley Commons Ct) but no location-level insurance page exists.
9330,"Stepping Stone Kids Therapy, LLC - Fort Myers",Fort Myers,aetna|sunshine-health,Carelon|Simply Healthcare Plan,,N,https://sskidstherapy.com/insurance/,insurance page,MEDIUM,"[trap b] Company-wide insurance page, not Fort Myers-specific (multi-location practice with a /locations/ page). Page splits by service: ABA in-network = Children's Medical Services (Sunshine Health), Aetna, Carelon; Speech/OT in-network = Children's Medical Services (Sunshine Health), Aetna, Simply Healthcare Plan. Also hedges: 'We take on most major insurances and accept a wide range of covered plans.'"
7000,"SWFL Counseling, LLC",Fort Myers,NO_LIST,,,N,https://www.swflcounsel.com/,none found,MEDIUM,Homepage loaded but contains only mission statement and service list - no insurer named and no insurance sentence of any kind. /insurance and /fees both returned ROBOTS_DISALLOWED (robots.txt fetch failure); budget exhausted.
6886,"SWFL Speech Therapy, Inc.",Fort Myers,florida-medicaid|aetna|cigna|florida-blue|humana|unitedhealthcare|tricare|molina|sunshine-health,,Step Up For Students/Gardiner Scholarship,N,https://www.swflspeechtherapy.com/funding-sources/,funding page,MEDIUM,"[trap d] Funding Sources page splits In Network (Cigna; Medicaid - Molina, Simply, Humana, Sunshine, CMS) vs Out of Network (BCBS/FLBL, United Health Care, Aetna, Tricare, UMR). 'As a courtesy to our patients, we will handle billing both in and out of network.' Step Up For Students/Gardiner listed on the same page but is a scholarship, kept out of plans_verbatim."
6857,The Center For Psychology,Fort Myers,NO_LIST,,,N,https://thecenterforpsychology.com/,none found,MEDIUM,"Bot-blocked site. www.thecenterforpsychology.com returns 'All paths disallowed by robots.txt'; the non-www host served the homepage, which names no insurer and makes no insurance statement at all. The nav has a 'Fees' page but /fees returned repeated 429 rate-limit errors on two attempts, so any list there could not be confirmed. Reporting NO_LIST rather than inferring."
8783,The Traveling Therapist,Fort Myers,florida-medicaid|medicare|tricare,,,N,https://www.thetravelingtherapist.net/faq,FAQ,MEDIUM,"FAQ names payer programs rather than commercial carriers: Medicaid ('NOT THE GOLD CARD'), Medicare, Medicare Advantage Plans, Tricare; no named commercial insurer anywhere. Homepage says 'Services may be covered by your Health Insurance Private Pay is also accepted', so private pay is offered alongside insurance (self_pay_only = N)."
6594,Therapy Treatment Team,Fort Myers,florida-medicaid|medicare|aetna|cigna|florida-blue|unitedhealthcare|tricare|sunshine-health,KBA|Surest|All-Savers|CMS|Curative|GEHA|Lee Health|Oscar Health,,N,https://www.therapytreatmentteam.com/insurance-plans/,"insurance page, logo strip",MEDIUM,"Dedicated insurance page: body text lists BCBS, Aetna, Cigna, UHC, UMR, Tricare, Sunshine, Ambetter, KBA, Medicare, Medicaid ('We are in-network with most major insurance plans, including: ... and more.'); the remaining names (Surest, All-Savers, CMS, Curative, GEHA, Lee Health, Optum, Oscar Health) come from the logo strip images/alt text on the same page. Private pay offered alongside: 'No insurance? No problem. We offer some of the most competitive private pay rates in Florida...'"
6746,Wonderland Speech Therapy,Fort Myers,SITE_UNREACHABLE,,,N,,none found,LOW,"Dead site. wonderlandspeech.com, www.wonderlandspeech.com and /index.html all returned HTTP 404 - domain resolves but serves no site. A web search found no replacement official site for Wonderland Speech & Behavior Corp (Fort Myers); only third-party NPI/directory listings, which are not usable as a source."
6493,Worth Advocacy,Fort Myers,NO_LIST,,,N,https://worthadvocacy.com/,none found,MEDIUM,"Three pages loaded (/contact-us/, /what-we-do-2/, homepage). No insurer named anywhere and no statement about insurance, fees or payment of any kind - the site is entirely about special-education advocacy services. Not a therapy provider that bills insurance; self_pay_only left 'N' because the site makes no payment claim either way."
8442,Behavioral Intervention Therapy Services (BITS),Fort Pierce,florida-medicaid|aetna|cigna|florida-blue|humana|tricare,,,N,https://www.bitsba.org/about-us,body copy,MEDIUM,"Homepage names no insurer; the About Us page states: 'As a trusted provider, we are in-network with Aetna, Florida Blue, Cigna, and Tricare Humana Military, with Medicaid approval pending.' Medicaid is listed as PENDING approval, not active in-network."
10671,Bumblebee Academy,Fort Pierce,NO_LIST,,FES-UA|Step Up for Students,N,https://www.bumblebeeacademyfl.com/general-5,body copy,MEDIUM,"[trap d] Loaded homepage, /general-5 (the ""Investment""/tuition page) and /faqs. No insurer named anywhere on any of the three. The only funding statement is scholarship-based: ""We offer direct billing to the FES-UA scholarship through Step Up for Students."" Scholarships kept out of plans_verbatim per rule d. FAQ page only says ""See our Investment page for tuition rates."" Reads as a tuition-based academy rather than an insurance-billing ABA clinic, but no private-pay-only statement is made, so self_pay_only is N."
7168,ABA Results - Autism Early Intervention,Gainesville,NO_LIST,,,N,https://abaresults.com/gainesville-4,none found,MEDIUM,"Loaded /gainesville (Gainesville location page), /gainesville-4 (the location-specific ""New Clients - Gainesville"" intake page) and the homepage. Zero insurer names on any of them, including footer. Preferred the Gainesville-specific intake page over the general site per trap b. The intake page asks for documents (""We will need a copy of the autism diagnosis, ABA referral, ADOS testing and a front"" / back of insurance card) but names no plan. There is not even a generic ""we accept most major insurances"" sentence — insurance is simply never discussed on the site."
6833,ACG Therapy and Autism Center,Gainesville,NO_LIST,,,N,https://acgtherapycenter.com/,none found,MEDIUM,"Homepage loaded cleanly and names no insurer, no scholarship and no generic insurance sentence. Two further attempts, at /insurance-assistance and /insurance-assistance/, both failed with ROBOTS_DISALLOWED (""Failed to fetch or parse robots.txt""); the retry returned the identical error, exhausting the 3-attempt budget. Search-result titles indicate an /insurance-assistance/ section does exist on their own domain, so this is very likely under-reported — flag for a manual recheck. No plan reported because none was on a page I actually loaded."
6748,Agency For People With Disabilities,Gainesville,NO_LIST,,,N,https://apd.myflorida.com/region/northeast/,none found,MEDIUM,"This is the Florida Agency for Persons with Disabilities, a state agency, not an insurance-billing ABA provider — record placement is questionable. Loaded the Northeast Region page (a contact directory for regional offices) and the apd.myflorida.com homepage. No insurer, managed-care plan or scholarship named on either. Region page funding copy is administrative only: ""There are several workflow processes at the Agency for Persons with Disabilities (APD) such as submitting cost plans, support plans, significant additional needs, etc."" The word Medicaid appears on the homepage only in an ABLE-account context (""Generally, funds in an ABLE account do not count as a resource or asset for Medicaid or Supplemental Security Income""), which is not an accepted-plan claim."
6722,All Kids Therapy Center,Gainesville,NO_LIST,,,N,https://allkidstherapycenter.com/,none found,MEDIUM,"JS-only site. All three attempts (/contact-us, /, /services) returned only meta tags (meta-generator: Hostinger Horizons, viewport) with no server-rendered body content, so nothing on the site could be read — no insurer names, no generic insurance sentence, no links. Not a dead domain and not a bot block: the pages resolve, the content is client-rendered. Would need a JS-rendering fetch to confirm; treat NO_LIST here as ""not readable"" rather than ""confirmed absent""."
9169,BASS ABA Therapy - Gainesville East - 1000 Ne 16th Ave,Gainesville,florida-medicaid|aetna|cigna|florida-blue|unitedhealthcare|tricare|sunshine-health,Simply Health|Advent Health,,N,https://www.bassautism.com/,logo strip,MEDIUM,"ANTHEM SIGHTING - Anthem does not operate in Florida, so this reads as a national brand strip rather than a verified Florida panel; confidence lowered. [trap b] BASS publishes insurance COMPANY-WIDE, not per location. The named insurer strip lives on the bassautism.com homepage under ""BASS accepts most major insurance carriers that have an ABA benefit."" — one corporate claim covering all BASS centers. I could not load a Gainesville East location page: /locations/florida/alachua/gainesville-east/ and /locations/gainesville-east both failed with ROBOTS_DISALLOWED (robots.txt ConnectTimeout / parse failure), using up the 3-attempt budget. Confirmation of the company-wide pattern comes from the sibling Gainesville West page (id 9171), which loaded and names NO insurer at all, saying only ""Accepts multiple forms of insurance, including Commercial and Medicaid insurance"" — so location pages carry generic copy while only the homepage names plans. List is therefore corporate-level, NOT verified for this specific Gainesville East address. Names transcribed as rendered; several (Sunshine Health, Simply Health, Advent Health) are Florida plans, so this is a Florida-relevant strip, not a national Anthem-style brand wall. I could not distinguish image alt text from adjacent label text in the converted markup, so ""logo strip"" is my best characterisation of that homepage block."
9171,BASS ABA Therapy - Gainesville West - 2035 Sw 75th St B,Gainesville,florida-medicaid|aetna|cigna|florida-blue|unitedhealthcare|tricare|sunshine-health,Simply Health|Advent Health,,N,https://bassautism.com/locations/gainesville-west/,logo strip (bassautism.com homepage) + body copy (Gainesville West location page),MEDIUM,"[trap b] BASS publishes insurance COMPANY-WIDE, not per location — this row is the direct evidence. Two pages contributed and they are NOT merged silently: (1) the Gainesville West location page, https://bassautism.com/locations/gainesville-west/, which I loaded and which names NO insurer, stating only ""Accepts multiple forms of insurance, including Commercial and Medicaid insurance""; (2) the bassautism.com homepage, whose named insurer strip sits under ""BASS accepts most major insurance carriers that have an ABA benefit."" The plans_verbatim above are from the homepage (corporate) only. On the location page alone the honest answer would be NO_LIST. Earlier attempt at /locations/gainesville-west (no trailing slash) failed with ROBOTS_DISALLOWED; the retry with trailing slash succeeded. Same corporate list as id 9169. ""Logo strip"" is my best characterisation of the homepage block; I could not distinguish image alt text from adjacent label text in the converted markup."
